id;company_rating;company_location;total_fleet_count;iata_approved
555;100%;Brazil;2.0;t
47317;0%;Gambia;1.0;f
11176;100%;Rwanda;1.0;t
28352;;;1.0;f
30941;93%;Barbados;3.0;f
41960;;United Kingdom;1.0;f
422;;United Kingdom;1.0;f
20284;;Netherlands Antilles;1.0;f
46679;;Rwanda;1.0;f
18174;;;1.0;t
13546;100%;Rwanda;15.0;f
3130;;;1.0;f
3108;;;1.0;t
43098;100%;;1.0;f
32683;90%;Libyan Arab Jamahiriya;2.0;f
4736;100%;Zimbabwe;1.0;f
2467;100%;;1.0;t
40237;;;1.0;f
24791;;Uzbekistan;2.0;t
40380;;;2.0;t
13988;100%;;1.0;f
9065;100%;;1.0;t
25527;100%;Djibouti;1.0;f
30552;100%;Senegal;1.0;t
6805;;Indonesia;1.0;t
1975;100%;;1.0;t
49973;;;1.0;t
8938;100%;France;1.0;f
48441;83%;;2.0;f
45546;100%;Cape Verde;19.0;t
31920;;;1.0;t
8497;100%;Croatia;1.0;t
20496;100%;;1.0;f
9180;100%;Kenya;1.0;f
42690;;Vietnam;1.0;f
2364;100%;China;2.0;t
42632;;Russian Federation;1.0;f
2176;;Chad;1.0;t
41364;100%;Guinea;1.0;t
38165;100%;Jersey;1.0;t
8886;100%;Estonia;2.0;t
19822;;Sao Tome and Principe;1.0;t
37414;;Rwanda;2.0;t
32366;100%;Guinea;2.0;f
34965;;Maldives;1.0;f
32366;100%;Guinea;2.0;f
15256;;Chad;2.0;t
13745;;Gibraltar;1.0;t
6168;;Bouvet Island (Bouvetoya);14.0;t
14940;100%;Marshall Islands;2.0;f
12293;;Uganda;1.0;t
16879;;Chile;2.0;t
46700;;;1.0;t
30472;100%;Micronesia;2.0;f
24532;;;1.0;f
45546;100%;Cape Verde;19.0;t
10401;;Isle of Man;1.0;f
46845;;Jersey;1.0;t
14985;;;2.0;t
45546;100%;Cape Verde;19.0;t
32779;;Uzbekistan;1.0;t
21659;100%;Afghanistan;3.0;f
2766;100%;United Kingdom;4.0;f
37705;100%;Faroe Islands;2.0;t
12719;100%;;2.0;t
20673;;Rwanda;3.0;t
25238;100%;Nicaragua;1.0;t
40563;;;1.0;t
34504;;;1.0;f
49736;;Uzbekistan;1.0;t
27412;90%;Cuba;2.0;t
20237;100%;Korea;1.0;t
5647;;Bosnia and Herzegovina;4.0;t
20376;0%;;1.0;t
10754;100%;Russian Federation;1.0;f
20626;0%;;1.0;f
36253;100%;Nauru;21.0;t
32362;100%;Marshall Islands;4.0;t
4803;100%;Fiji;5.0;t
13674;90%;Fiji;2.0;t
19955;;Rwanda;1.0;t
31804;100%;;2.0;f
27613;;Fiji;1.0;t
22418;100%;Senegal;1.0;t
29383;;;1.0;t
22736;;Lebanon;1.0;f
41219;;;2.0;t
42910;100%;France;2.0;f
42910;100%;France;2.0;f
27184;;;1.0;f
8389;;;1.0;f
48300;50%;;1.0;t
10298;;;1.0;t
39005;;;1.0;f
35068;100%;France;3.0;t
34145;;;1.0;t
40416;100%;Turks and Caicos Islands;2.0;t
20658;100%;Papua New Guinea;1.0;t
7641;;;1.0;f
35973;;French Polynesia;2.0;t
23545;100%;Kenya;2.0;t
3248;100%;;1.0;f
27345;100%;Guinea;1.0;f
46283;;;2.0;t
11730;100%;Isle of Man;1.0;t
15394;100%;Tunisia;2.0;t
20387;100%;Malta;12.0;t
27126;;;1.0;t
20387;100%;Malta;12.0;t
20387;100%;Malta;12.0;t
41804;;Guinea;1.0;t
20387;100%;Malta;12.0;t
45712;;Tonga;1.0;t
556;;United Kingdom;1.0;t
20048;;El Salvador;5.0;t
49722;;Guinea;1.0;f
48210;100%;;1.0;f
33312;100%;Svalbard & Jan Mayen Islands;2.0;t
40181;100%;Russian Federation;2.0;t
5571;;Turks and Caicos Islands;1.0;f
883;;;1.0;t
14156;;;1.0;f
38805;;Isle of Man;1.0;t
8571;;Maldives;1.0;f
44471;;Gibraltar;2.0;t
112;100%;Venezuela;1.0;t
5083;;;1.0;t
38818;;;1.0;t
25311;;;1.0;f
13546;100%;Rwanda;15.0;f
32768;;Ukraine;1.0;f
3907;100%;Sao Tome and Principe;2.0;t
45005;;;1.0;f
9955;100%;Isle of Man;2.0;t
46607;100%;Brazil;4.0;f
27150;100%;Nauru;1.0;t
38341;;;2.0;t
20077;;;1.0;t
5644;100%;;1.0;t
37021;;;1.0;t
5228;;Malawi;1.0;t
13910;;Papua New Guinea;1.0;f
8557;;Uzbekistan;1.0;t
16167;;;1.0;t
42992;100%;Rwanda;2.0;f
38030;;Reunion;1.0;f
34144;;Sao Tome and Principe;1.0;f
26414;;;1.0;f
43617;;Suriname;2.0;f
43152;100%;Nicaragua;82.0;t
25028;;;1.0;f
4586;;;2.0;f
11882;;Sao Tome and Principe;2.0;t
23608;;Rwanda;1.0;t
39870;;Slovakia (Slovak Republic);21.0;t
27435;100%;Rwanda;1.0;t
22697;;Maldives;1.0;f
34977;;Finland;1.0;f
38155;;;1.0;t
27092;;Brazil;2.0;f
6099;;Costa Rica;1.0;t
14535;88%;Montserrat;18.0;f
24896;100%;Algeria;50.0;t
12715;100%;Estonia;29.0;f
44090;100%;Marshall Islands;1.0;t
7454;88%;Tonga;1.0;f
31124;100%;France;3.0;f
11247;100%;;1.0;t
34655;100%;Ecuador;7.0;f
6959;95%;Slovakia (Slovak Republic);20.0;t
3127;100%;Rwanda;36.0;f
9670;;Zimbabwe;1.0;f
43646;;Sao Tome and Principe;1.0;f
38162;100%;Niger;8.0;f
14172;;Reunion;2.0;f
1439;100%;Tanzania;1.0;t
14138;100%;;2.0;f
20157;;Lebanon;1.0;t
42780;100%;;2.0;t
35869;;Reunion;2.0;t
29690;;;1.0;f
11345;;Tunisia;1.0;t
42379;100%;Cocos (Keeling) Islands;5.0;f
30348;;Nicaragua;2.0;f
30977;;;1.0;f
24896;100%;Algeria;50.0;t
13663;100%;Russian Federation;1.0;f
7429;;Sao Tome and Principe;1.0;f
47462;100%;Nicaragua;1.0;t
31762;;Finland;1.0;f
37162;100%;;1.0;t
172;;Niue;4.0;f
35842;;Netherlands;1.0;t
172;;Niue;4.0;f
172;;Niue;4.0;f
5449;;Gibraltar;1.0;t
17370;;China;2.0;t
33911;100%;Kiribati;2.0;t
31124;100%;France;3.0;f
1229;;Reunion;1.0;t
24158;100%;Costa Rica;1.0;t
23893;;;1.0;f
13546;100%;Rwanda;15.0;f
16601;;;1.0;t
11918;50%;Philippines;1.0;t
11358;100%;Iceland;4.0;t
42038;;Malta;1.0;t
35667;100%;Isle of Man;1.0;t
11325;0%;Tonga;18.0;f
16476;86%;Micronesia;1.0;f
15189;79%;China;21.0;f
16966;;Denmark;2.0;t
43110;;Malta;1.0;t
14656;100%;Monaco;1.0;t
19992;;;1.0;f
36239;100%;Lebanon;3.0;t
46916;;;1.0;f
22468;;;1.0;f
23153;100%;Gibraltar;2.0;t
48441;83%;;2.0;f
5642;100%;El Salvador;1.0;t
13083;;;1.0;f
10244;100%;Philippines;10.0;f
32498;100%;Russian Federation;1.0;f
24791;;Uzbekistan;2.0;t
15413;80%;Vanuatu;7.0;t
21036;;Niue;1.0;t
29362;100%;Svalbard & Jan Mayen Islands;1.0;t
5972;;Cocos (Keeling) Islands;1.0;f
10560;;Bosnia and Herzegovina;1.0;f
28329;100%;Guernsey;1.0;f
13546;100%;Rwanda;15.0;f
15413;80%;Vanuatu;7.0;t
15413;80%;Vanuatu;7.0;t
11130;;;1.0;f
13725;;Zimbabwe;1.0;f
27761;;;1.0;t
44429;;;1.0;t
20104;;Uganda;1.0;t
15172;;Rwanda;2.0;t
39401;100%;Wallis and Futuna;2.0;t
8390;;Turkmenistan;1.0;t
45823;;Niue;1.0;t
21486;;;1.0;f
16300;;;1.0;f
12769;;Kiribati;1.0;f
28135;;Isle of Man;1.0;t
24416;;;1.0;t
13546;100%;Rwanda;15.0;f
7425;;;1.0;f
39328;;Sao Tome and Principe;3.0;t
34306;91%;Wallis and Futuna;30.0;t
16648;100%;France;1.0;t
28914;;Chile;1.0;t
38842;100%;Uzbekistan;1.0;f
19882;;Philippines;1.0;t
38740;;;1.0;f
43169;;Tonga;1.0;f
17760;;Anguilla;2.0;f
13546;100%;Rwanda;15.0;f
39970;100%;;2.0;f
17782;100%;Niger;1.0;t
22013;100%;Micronesia;4.0;f
48395;0%;;1.0;t
27244;;Guinea;1.0;f
32331;100%;Jersey;2.0;t
2950;100%;;1.0;t
43087;;Cuba;1.0;t
46947;;;1.0;f
43103;100%;Monaco;3.0;t
19076;;Togo;1.0;t
40624;;Lebanon;1.0;f
31139;90%;;1.0;t
23710;100%;Gambia;5.0;f
42532;;Lebanon;1.0;f
9041;100%;Wallis and Futuna;1.0;t
12376;;;1.0;f
22794;50%;Cape Verde;36.0;t
17760;;Anguilla;2.0;f
931;;Marshall Islands;1.0;f
24827;100%;Gibraltar;3.0;f
23966;100%;Malta;1.0;f
21389;;Faroe Islands;1.0;t
38321;;Uzbekistan;2.0;t
29347;100%;Zimbabwe;2.0;f
24269;100%;;1.0;t
2311;;;3.0;t
9528;;Lebanon;1.0;t
33975;;Nicaragua;1.0;f
47124;;Lebanon;1.0;t
11872;;;13.0;f
27672;;Slovenia;3.0;t
48364;100%;;4.0;f
35938;;Estonia;1.0;f
8143;;Guinea;1.0;t
45470;;Estonia;1.0;f
17716;;Vanuatu;2.0;t
19958;100%;Congo;40.0;t
48165;;Malta;1.0;f
46297;100%;Sao Tome and Principe;12.0;t
35080;;Cocos (Keeling) Islands;1.0;t
11964;;Chad;1.0;t
14521;100%;Svalbard & Jan Mayen Islands;1.0;t
1354;;Christmas Island;1.0;f
34946;67%;Micronesia;1.0;f
40143;;Russian Federation;1.0;t
24795;;Russian Federation;1.0;t
36239;100%;Lebanon;3.0;t
43620;100%;Denmark;1.0;f
39366;100%;Ghana;3.0;t
109;;;1.0;f
16257;100%;Turkmenistan;1.0;t
29579;;Jersey;1.0;t
47620;100%;Chad;1.0;f
3094;;Bahrain;1.0;f
4022;50%;;1.0;t
45737;;Tonga;29.0;t
27869;;Turkmenistan;1.0;f
46213;;;1.0;t
19685;;Marshall Islands;1.0;t
46095;;Guernsey;1.0;t
5299;;;1.0;f
14356;;Papua New Guinea;1.0;f
39169;;France;1.0;f
3383;;Tonga;1.0;t
48146;;;3.0;t
10574;;Anguilla;1.0;f
12158;;Russian Federation;1.0;f
48308;;United Kingdom;1.0;f
8900;;Cape Verde;1.0;t
11666;73%;Tonga;5.0;t
27062;;;1.0;f
7736;71%;;2.0;f
14540;92%;Niue;5.0;f
26879;100%;Niue;2.0;t
49744;;Russian Federation;1.0;f
36344;;;1.0;t
46799;;Maldives;1.0;f
26244;;;1.0;f
39199;;Croatia;1.0;t
35180;;Sao Tome and Principe;1.0;t
3776;;;1.0;f
34170;100%;Marshall Islands;1.0;t
30200;;China;1.0;f
14383;0%;Russian Federation;1.0;f
26948;;Kenya;1.0;t
11178;;Turks and Caicos Islands;1.0;f
23535;100%;Tonga;1.0;f
31108;;Svalbard & Jan Mayen Islands;2.0;t
39685;;Papua New Guinea;1.0;t
49480;;Russian Federation;1.0;t
32172;;;1.0;t
23428;;Zimbabwe;1.0;f
38807;;Indonesia;2.0;t
39679;91%;Kiribati;4.0;t
26822;;Uzbekistan;1.0;t
36650;;;1.0;f
36957;;Nicaragua;1.0;f
31584;90%;;1.0;t
18640;;Jersey;1.0;t
48146;;;3.0;t
22469;;Sao Tome and Principe;1.0;t
31565;;Faroe Islands;1.0;f
1903;75%;;1.0;f
35008;;Faroe Islands;1.0;f
41083;;;1.0;t
17035;;Malta;1.0;f
30462;0%;Lithuania;1.0;t
47996;;Niue;1.0;f
45002;;Svalbard & Jan Mayen Islands;2.0;f
39126;100%;Guinea;9.0;f
39355;80%;Zimbabwe;2.0;t
40059;83%;Svalbard & Jan Mayen Islands;1.0;t
34341;;;1.0;f
32897;80%;Somalia;1.0;f
17494;;Uzbekistan;1.0;f
47212;100%;;1.0;f
43485;;Russian Federation;2.0;t
30268;;Maldives;1.0;f
31065;;;16.0;f
49257;;Chad;1.0;t
31065;;;16.0;f
42285;100%;Chile;1.0;t
14834;;Brazil;1.0;t
35815;97%;Slovakia (Slovak Republic);8.0;t
15349;100%;Sao Tome and Principe;1.0;f
35815;97%;Slovakia (Slovak Republic);8.0;t
27113;;Estonia;5.0;f
2717;;Uzbekistan;3.0;f
24977;;Micronesia;1.0;f
27113;;Estonia;5.0;f
27113;;Estonia;5.0;f
27113;;Estonia;5.0;f
27113;;Estonia;5.0;f
27931;;Cape Verde;1.0;f
3459;100%;Christmas Island;1.0;t
12053;;Gambia;1.0;f
28470;;;1.0;f
37168;90%;Jersey;2.0;f
50061;100%;Niue;2.0;f
20637;;;1.0;t
46461;100%;;1.0;t
50008;;Philippines;1.0;f
48816;100%;Maldives;1.0;t
27733;;;1.0;f
21613;;;1.0;t
32130;;Cuba;2.0;t
39126;100%;Guinea;9.0;f
9906;100%;;1.0;f
28261;100%;Tanzania;2.0;f
10159;;Gambia;2.0;f
21126;;Jersey;1.0;f
49264;;Kiribati;4.0;t
36932;;Faroe Islands;1.0;f
23268;100%;;1.0;t
20924;;Isle of Man;1.0;f
2441;100%;Mauritania;1.0;t
34306;91%;Wallis and Futuna;30.0;t
7191;100%;Uzbekistan;2.0;f
10609;;Croatia;1.0;t
26813;100%;Russian Federation;1.0;t
4906;100%;Senegal;2.0;t
861;;Russian Federation;2.0;t
18820;90%;Honduras;2.0;t
24259;;;1.0;t
26996;;Sao Tome and Principe;1.0;f
13546;100%;Rwanda;15.0;f
28888;100%;;1.0;t
13546;100%;Rwanda;15.0;f
20277;;Tonga;2.0;f
36425;100%;;1.0;f
29008;;Sao Tome and Principe;1.0;f
50061;100%;Niue;2.0;f
15312;;Kiribati;2.0;f
39012;;;1.0;t
28828;100%;Isle of Man;198.0;t
37636;;Marshall Islands;2.0;t
39375;;Uzbekistan;1.0;t
37422;100%;Brazil;4.0;t
1626;100%;Uganda;2.0;t
8225;95%;Barbados;31.0;f
29201;;;2.0;f
14951;;Vanuatu;1.0;f
31498;100%;Zimbabwe;2.0;f
22764;100%;;1.0;f
47784;;Rwanda;1.0;f
5535;90%;Vanuatu;1.0;f
8225;95%;Barbados;31.0;f
39178;;;1.0;f
81;;Isle of Man;1.0;t
27386;;Chad;2.0;f
37090;;Congo;1.0;t
38359;;Malta;1.0;t
10703;;Nicaragua;1.0;t
5192;;Turks and Caicos Islands;1.0;t
44378;;Niue;1.0;f
25055;;;1.0;f
8928;;Montserrat;1.0;t
24727;100%;;1.0;f
27369;;Micronesia;2.0;t
39278;100%;France;1.0;f
46710;;;1.0;t
40139;;Palestinian Territory;1.0;t
12156;;Russian Federation;1.0;t
16280;;Russian Federation;1.0;f
44972;;Micronesia;2.0;f
42724;;Mauritania;1.0;t
32839;;;1.0;f
44494;;Malta;2.0;f
41219;;;2.0;t
22725;;;1.0;f
42228;;Lithuania;1.0;t
38321;;Uzbekistan;2.0;t
17583;;Lebanon;1.0;f
7559;100%;Micronesia;1.0;t
27593;;Kenya;1.0;f
44390;;;1.0;f
27122;100%;;1.0;t
20886;;French Guiana;1.0;t
7978;;Kenya;1.0;f
24690;;;1.0;f
16734;;;1.0;t
33694;100%;Niue;2.0;t
42567;100%;Palestinian Territory;1.0;f
24844;100%;Uzbekistan;6.0;f
15439;100%;Switzerland;1.0;f
13619;;;1.0;t
25895;;French Guiana;1.0;f
6309;100%;Kiribati;1.0;t
31065;;;16.0;f
40275;;Micronesia;2.0;f
33796;;Uzbekistan;1.0;t
48910;63%;Monaco;1.0;t
15627;100%;Anguilla;1.0;t
1662;;Estonia;1.0;t
30036;;Slovakia (Slovak Republic);1.0;f
18865;;;1.0;t
27736;;;1.0;t
17586;;French Guiana;1.0;f
23610;;Uzbekistan;1.0;t
14487;;Malawi;1.0;t
4546;100%;Slovakia (Slovak Republic);2.0;t
6729;;;1.0;f
20484;;;1.0;f
10246;;Russian Federation;1.0;f
45192;100%;;1.0;t
16858;;;1.0;f
20695;;;1.0;f
21650;;;1.0;t
11666;73%;Tonga;5.0;t
12776;100%;;1.0;t
39858;;;1.0;t
33368;;Maldives;1.0;t
16816;;Faroe Islands;1.0;t
24778;;China;1.0;t
19828;;Lebanon;1.0;f
28024;;;1.0;f
27012;;Tonga;1.0;t
44025;;Tonga;1.0;t
17380;50%;Jersey;1.0;t
29283;;Tonga;1.0;f
30802;100%;Micronesia;2.0;t
17799;;Djibouti;1.0;f
16570;;French Polynesia;1.0;f
16316;100%;;2.0;t
35181;;Anguilla;2.0;t
11567;100%;Niger;31.0;t
31732;100%;Sao Tome and Principe;2.0;t
6559;;;1.0;f
343;100%;Brazil;2.0;t
30802;100%;Micronesia;2.0;t
9961;;Isle of Man;1.0;t
33127;50%;Denmark;1.0;f
26303;50%;;1.0;t
28985;100%;Monaco;1.0;t
23797;100%;United Kingdom;1.0;t
13546;100%;Rwanda;15.0;f
33060;;;1.0;f
17132;100%;Niue;1.0;t
17754;100%;Mauritania;1.0;f
10150;100%;Anguilla;1.0;f
32293;;El Salvador;1.0;t
4518;100%;Niue;3.0;f
18806;100%;Vietnam;6.0;t
20585;;Tonga;1.0;t
14529;;Peru;2.0;t
39785;100%;Faroe Islands;1.0;f
17486;100%;Montserrat;4.0;t
17486;100%;Montserrat;4.0;t
48610;100%;Niue;3.0;f
39755;;;1.0;f
17675;60%;Svalbard & Jan Mayen Islands;2.0;t
37476;100%;Guernsey;1.0;f
45235;;;1.0;f
11282;;Senegal;1.0;f
2030;100%;Estonia;1.0;t
17486;100%;Montserrat;4.0;t
34614;0%;;1.0;f
4829;100%;Lebanon;2.0;t
29885;;Guinea;1.0;f
49355;;France;2.0;t
26828;;Russian Federation;1.0;f
29033;;Lebanon;1.0;f
11346;100%;Guinea;2.0;t
12699;;Lebanon;1.0;f
34526;;Brazil;1.0;t
35426;;;2.0;f
32018;;Sao Tome and Principe;1.0;f
48296;;Kenya;1.0;f
25446;50%;Mexico;1.0;t
36444;;;1.0;t
27099;;Tanzania;1.0;t
22885;;Sao Tome and Principe;1.0;f
40254;;;1.0;t
29324;86%;Russian Federation;2.0;f
26357;;Nicaragua;1.0;f
40422;;;1.0;t
10393;;Chad;1.0;t
49047;;Djibouti;1.0;t
7990;100%;Puerto Rico;3.0;f
31592;100%;;1.0;t
25481;;;1.0;t
46298;0%;Lebanon;1.0;f
46216;100%;French Guiana;4.0;f
49921;;;1.0;t
47831;100%;Malawi;1.0;t
28002;100%;;1.0;f
23260;100%;Peru;1.0;f
29517;;El Salvador;1.0;f
25801;;Lebanon;1.0;t
10886;;Lebanon;1.0;t
41877;;Cuba;1.0;t
49091;100%;Guinea;1.0;t
41878;91%;Maldives;47.0;f
34717;100%;Niue;3.0;t
41878;91%;Maldives;47.0;f
15629;;;1.0;f
28637;;Chad;1.0;f
20161;;Tonga;1.0;f
4097;100%;Croatia;7.0;f
32488;;Senegal;17.0;t
18844;;Anguilla;1.0;t
39185;60%;Grenada;1.0;f
47022;;;1.0;f
21277;100%;Isle of Man;1.0;t
47739;50%;;1.0;f
19377;;Cocos (Keeling) Islands;1.0;t
17283;;;1.0;f
32434;;Niue;1.0;f
736;;Costa Rica;1.0;f
31065;;;16.0;f
37422;100%;Brazil;4.0;t
35032;90%;Afghanistan;1.0;t
49750;100%;Kenya;2.0;t
12759;;Vanuatu;1.0;f
10412;;Sao Tome and Principe;1.0;f
34225;;;1.0;t
48552;100%;Libyan Arab Jamahiriya;1.0;t
26421;;Gambia;1.0;t
22672;;French Guiana;2.0;t
24150;;Russian Federation;1.0;t
19943;63%;Isle of Man;34.0;f
18112;100%;Malta;1.0;t
31124;100%;France;3.0;f
25488;100%;Gambia;1.0;t
37665;100%;Wallis and Futuna;4.0;t
5379;;Zimbabwe;1.0;t
27458;100%;;1.0;t
14457;;Niue;1.0;t
6689;;;1.0;t
4350;;;2.0;t
28748;;Afghanistan;1.0;t
8202;100%;Kiribati;1.0;f
4687;100%;Tonga;1.0;f
27277;;;1.0;t
32161;100%;Nicaragua;5.0;t
25323;;;1.0;t
28063;100%;Malta;2.0;f
8817;;Isle of Man;1.0;t
20164;;;1.0;t
26104;90%;;1.0;t
943;;Rwanda;1.0;f
26463;;Malta;1.0;f
15218;;Micronesia;2.0;f
38121;;Marshall Islands;1.0;f
47095;;Palestinian Territory;1.0;f
27419;;;1.0;t
1941;100%;El Salvador;1.0;t
12536;;Maldives;1.0;t
45415;;;1.0;f
45546;100%;Cape Verde;19.0;t
11943;100%;Brazil;1.0;f
36054;;French Guiana;3.0;t
5594;;;1.0;f
20555;100%;Tanzania;3.0;t
6691;100%;Monaco;1.0;t
7650;;Libyan Arab Jamahiriya;1.0;t
35001;100%;Christmas Island;2.0;t
26458;;Bahrain;1.0;t
28108;100%;Niue;4.0;t
49489;;;1.0;f
29833;;Zimbabwe;1.0;f
45740;100%;Afghanistan;2.0;t
487;;;1.0;f
7052;;Bouvet Island (Bouvetoya);1.0;f
7226;;Croatia;2.0;t
4127;;;1.0;f
41722;;;1.0;f
11910;100%;Ecuador;1.0;f
47215;;;2.0;f
10666;;Vietnam;1.0;f
19554;;Lebanon;2.0;f
25488;100%;Gambia;1.0;t
30950;100%;French Guiana;3.0;t
2315;;Marshall Islands;1.0;t
31488;;Wallis and Futuna;1.0;t
32842;0%;;1.0;t
3304;100%;;2.0;t
42930;;French Guiana;1.0;f
38833;;Ukraine;2.0;t
23034;99%;Monaco;54.0;f
22146;;Guinea;1.0;t
33038;;Niger;1.0;f
47975;;Russian Federation;1.0;t
31379;100%;France;5.0;t
5382;;Niue;1.0;t
28962;;;2.0;f
9018;50%;Chad;1.0;t
32427;;Guinea;1.0;f
24508;;Mauritania;2.0;f
28213;;French Guiana;1.0;t
15258;100%;Turks and Caicos Islands;1.0;f
37636;;Marshall Islands;2.0;t
6710;;Lebanon;1.0;t
14524;0%;Maldives;1.0;f
32057;100%;Chile;1.0;t
34278;;Gambia;1.0;f
17632;71%;Afghanistan;1.0;t
34114;;Saint Helena;1.0;t
28828;100%;Isle of Man;198.0;t
41878;91%;Maldives;47.0;f
13546;100%;Rwanda;15.0;f
41878;91%;Maldives;47.0;f
45213;;;1.0;t
12279;100%;Lithuania;2.0;t
28962;;;2.0;f
33844;;Jersey;1.0;f
23312;;;1.0;t
12508;70%;Holy See (Vatican City State);3.0;t
47239;100%;;2.0;f
30085;;Niue;1.0;t
23193;;French Guiana;1.0;t
30656;;Denmark;1.0;f
41370;;Uzbekistan;1.0;t
18584;;Reunion;1.0;f
27050;60%;Turks and Caicos Islands;2.0;f
41878;91%;Maldives;47.0;f
40902;;;1.0;f
39126;100%;Guinea;9.0;f
10027;100%;;1.0;t
17116;;Tonga;1.0;t
41499;;Croatia;1.0;f
34915;;Monaco;1.0;t
9332;;Zimbabwe;1.0;t
46698;;;1.0;t
22595;100%;;1.0;t
5595;;;1.0;f
44003;100%;Russian Federation;1.0;t
24007;100%;Uganda;4.0;t
11417;;;1.0;f
49264;;Kiribati;4.0;t
8024;100%;Tonga;1.0;t
7205;;Turkmenistan;1.0;t
35148;;Cook Islands;1.0;t
27478;100%;;2.0;t
44228;;Jersey;1.0;f
1574;;Turks and Caicos Islands;1.0;t
45067;75%;;3.0;t
17063;100%;Micronesia;1.0;f
20288;;;1.0;t
6959;95%;Slovakia (Slovak Republic);20.0;t
25394;;Kiribati;1.0;t
16375;100%;;2.0;f
30475;92%;Vietnam;40.0;f
22906;;;1.0;t
20031;;;2.0;f
42095;100%;Rwanda;3.0;f
42095;100%;Rwanda;3.0;f
1023;;Canada;1.0;f
43858;;Turkmenistan;2.0;t
40519;;Croatia;1.0;t
27984;;;1.0;f
47501;100%;Indonesia;3.0;t
35386;100%;Venezuela;1.0;f
10673;100%;Malta;1.0;f
35762;86%;Russian Federation;1.0;f
45319;;;1.0;t
41878;91%;Maldives;47.0;f
21763;;;1.0;t
40828;;Kenya;1.0;f
23034;99%;Monaco;54.0;f
28327;;Greenland;1.0;t
41915;50%;Russian Federation;1.0;t
15461;;;1.0;t
27092;;Brazil;2.0;f
25844;;Grenada;1.0;t
47822;;Zimbabwe;1.0;t
15593;;Kiribati;1.0;f
46216;100%;French Guiana;4.0;f
22179;;Uzbekistan;1.0;t
272;;;2.0;t
47902;;;1.0;f
41070;100%;;1.0;t
37200;;;1.0;f
26348;;Malta;1.0;f
15731;;;1.0;t
11882;;Sao Tome and Principe;2.0;t
8212;100%;Russian Federation;2.0;t
41138;100%;Turks and Caicos Islands;3.0;t
41138;100%;Turks and Caicos Islands;3.0;t
630;;Netherlands;1.0;f
15959;100%;Russian Federation;2.0;t
32674;;El Salvador;1.0;t
27796;100%;;1.0;f
44232;;Togo;1.0;t
48455;89%;Uzbekistan;20.0;t
11194;100%;Russian Federation;1.0;t
44857;100%;Zimbabwe;24.0;t
24036;;Guernsey;1.0;f
36078;100%;Barbados;1.0;t
43915;;;1.0;t
4085;;Tonga;1.0;f
35579;;Brazil;1.0;f
19257;100%;Malta;1.0;t
6039;100%;Russian Federation;1.0;f
37955;80%;Slovakia (Slovak Republic);3.0;t
33222;67%;Croatia;1.0;f
13599;100%;;2.0;t
33303;100%;Tanzania;1.0;t
40336;;Rwanda;2.0;f
19504;0%;Gambia;1.0;f
15848;;Ghana;1.0;f
8523;100%;Sao Tome and Principe;3.0;t
46133;;Lebanon;2.0;t
36097;100%;Monaco;1.0;t
11257;100%;Maldives;2.0;t
25593;100%;Mauritania;1.0;t
1530;;Niue;1.0;f
42531;;;1.0;f
20411;100%;Pakistan;4.0;t
34033;100%;Afghanistan;2.0;t
10023;;Zimbabwe;1.0;f
42628;100%;Peru;2.0;f
26290;;Guinea;4.0;t
26290;;Guinea;4.0;t
27386;;Chad;2.0;f
24680;;Nicaragua;1.0;t
48946;;Gibraltar;1.0;t
36339;;Kenya;1.0;t
47556;;Jersey;1.0;f
16;;;1.0;t
48782;100%;Bosnia and Herzegovina;2.0;f
6398;;;1.0;f
30071;100%;Gambia;1.0;t
10768;100%;;1.0;t
19029;;;1.0;t
23242;0%;;1.0;t
47923;100%;Niue;1.0;f
847;100%;Chile;1.0;t
35152;;Tonga;1.0;t
10693;;El Salvador;1.0;t
16599;;;1.0;t
4714;;;1.0;t
44679;;Monaco;1.0;f
13623;;;1.0;f
36054;;French Guiana;3.0;t
30407;;Peru;1.0;t
8523;100%;Sao Tome and Principe;3.0;t
16242;100%;Sao Tome and Principe;3.0;t
50076;;Togo;1.0;f
16061;100%;Marshall Islands;1.0;t
36491;33%;El Salvador;1.0;t
39126;100%;Guinea;9.0;f
39126;100%;Guinea;9.0;f
48629;;Micronesia;1.0;f
823;0%;;1.0;f
12167;;Malta;1.0;t
13081;100%;Jersey;3.0;f
46215;;Jersey;1.0;t
24992;;Niue;2.0;t
14767;;;1.0;f
36937;;;1.0;f
13920;100%;;3.0;t
39088;;;1.0;t
23912;50%;;1.0;t
3388;;Sao Tome and Principe;1.0;t
7221;;;1.0;f
35863;;Afghanistan;3.0;t
27758;;El Salvador;1.0;f
39436;100%;United Kingdom;2.0;f
15613;;Philippines;1.0;f
34109;;;1.0;t
47851;100%;Marshall Islands;1.0;t
36463;;Uzbekistan;1.0;t
8617;100%;Guernsey;4.0;t
30475;92%;Vietnam;40.0;f
5411;100%;Marshall Islands;1.0;t
30188;89%;El Salvador;2.0;t
49961;100%;Russian Federation;3.0;t
796;;;1.0;f
31162;100%;;1.0;f
4227;;Niue;1.0;f
18545;94%;Isle of Man;8.0;t
48487;100%;Tunisia;2.0;t
7226;;Croatia;2.0;t
6858;;Kenya;1.0;f
30521;;Anguilla;1.0;f
2380;;Saint Helena;1.0;t
29188;100%;French Guiana;3.0;t
28915;100%;;1.0;t
4300;100%;;1.0;t
